Time_s,Event,Priority,Size_bytes
63.5209,Tx_WiFi,2,90
63.5253,Rx_802.15.4,N/A,90
63.5253,Tx_WiFi,2,90
63.5376,Rx_802.15.4,N/A,90
63.5376,Tx_WiFi,1,90
63.984,Rx_802.15.4,N/A,90
63.984,Tx_WiFi,2,90
63.99,Rx_802.15.4,N/A,90
63.99,Tx_WiFi,2,90
63.9996,Rx_802.15.4,N/A,90
63.9996,Tx_WiFi,2,90
64.0047,Rx_802.15.4,N/A,90
64.0047,Tx_WiFi,2,90
64.0094,Rx_802.15.4,N/A,50
64.0094,Tx_WiFi,2,50
64.014,Rx_802.15.4,N/A,90
64.014,Tx_WiFi,2,90
64.0197,Rx_802.15.4,N/A,90
64.0197,Tx_WiFi,2,90
64.0294,Rx_802.15.4,N/A,90
64.0294,Tx_WiFi,2,90
64.0354,Rx_802.15.4,N/A,90
64.0354,Tx_WiFi,2,90
64.4317,Rx_802.15.4,N/A,10
64.4758,Rx_802.15.4,N/A,90
64.4758,Tx_WiFi,2,90
64.4824,Rx_802.15.4,N/A,90
64.4824,Tx_WiFi,2,90
64.4915,Rx_802.15.4,N/A,90
64.4915,Tx_WiFi,2,90
64.4945,Rx_802.15.4,N/A,37
64.4945,Tx_WiFi,2,37
64.5062,Rx_802.15.4,N/A,90
64.5062,Tx_WiFi,2,90
64.5128,Rx_802.15.4,N/A,90
64.5128,Tx_WiFi,2,90
64.5209,Rx_802.15.4,N/A,90
64.5209,Tx_WiFi,1,90
64.9078,Rx_802.15.4,N/A,10
64.9651,Rx_802.15.4,N/A,90
64.9651,Tx_WiFi,2,90
64.9695,Rx_802.15.4,N/A,90
64.9695,Tx_WiFi,2,90
64.9804,Rx_802.15.4,N/A,90
64.9804,Tx_WiFi,2,90
64.9855,Rx_802.15.4,N/A,90
64.9855,Tx_WiFi,2,90
64.9918,Rx_802.15.4,N/A,90
64.9918,Tx_WiFi,2,90
65.0108,Rx_802.15.4,N/A,90
65.0108,Tx_WiFi,2,90
65.0168,Rx_802.15.4,N/A,90
65.0168,Tx_WiFi,2,90
65.0275,Rx_802.15.4,N/A,90
65.0275,Tx_WiFi,1,90
65.4563,Rx_802.15.4,N/A,90
65.4563,Tx_WiFi,2,90
65.4613,Rx_802.15.4,N/A,90
65.4613,Tx_WiFi,2,90
65.4726,Rx_802.15.4,N/A,90
65.4726,Tx_WiFi,2,90
65.4789,Rx_802.15.4,N/A,90
65.4789,Tx_WiFi,2,90
65.4833,Rx_802.15.4,N/A,90
65.4833,Tx_WiFi,2,90
65.4883,Rx_802.15.4,N/A,90
65.4883,Tx_WiFi,2,90
65.4946,Rx_802.15.4,N/A,90
65.4946,Tx_WiFi,2,90
65.503,Rx_802.15.4,N/A,90
65.503,Tx_WiFi,2,90
65.5067,Rx_802.15.4,N/A,38
65.5067,Tx_WiFi,2,38
65.8891,Rx_802.15.4,N/A,10
65.9164,Rx_802.15.4,N/A,10
65.9491,Rx_802.15.4,N/A,90
65.9491,Tx_WiFi,2,90
65.9548,Rx_802.15.4,N/A,90
65.9548,Tx_WiFi,2,90
65.9632,Rx_802.15.4,N/A,90
65.9632,Tx_WiFi,2,90
65.9698,Rx_802.15.4,N/A,90
65.9698,Tx_WiFi,2,90
65.9752,Rx_802.15.4,N/A,53
65.9752,Tx_WiFi,2,53
65.9795,Rx_802.15.4,N/A,90
65.9795,Tx_WiFi,2,90
65.9861,Rx_802.15.4,N/A,90
65.9861,Tx_WiFi,2,90
65.9952,Rx_802.15.4,N/A,90
65.9952,Tx_WiFi,1,90
66.4067,Rx_802.15.4,N/A,10
66.4393,Rx_802.15.4,N/A,90
66.4393,Tx_WiFi,2,90
66.4453,Rx_802.15.4,N/A,90
66.4453,Tx_WiFi,2,90
66.4563,Rx_802.15.4,N/A,90
66.4563,Tx_WiFi,3,90
66.4606,Rx_802.15.4,N/A,39
66.4606,Tx_WiFi,3,39
66.4704,Rx_802.15.4,N/A,90
66.4704,Tx_WiFi,2,90
66.4764,Rx_802.15.4,N/A,90
66.4764,Tx_WiFi,2,90
66.5004,Rx_802.15.4,N/A,78
66.5004,Tx_WiFi,3,78
66.9098,Rx_802.15.4,N/A,10
66.9318,Rx_802.15.4,N/A,90
66.9318,Tx_WiFi,0,90
66.9365,Rx_802.15.4,N/A,90
66.9365,Tx_WiFi,0,90
66.9484,Rx_802.15.4,N/A,90
66.9484,Tx_WiFi,2,90
66.9538,Rx_802.15.4,N/A,90
66.9538,Tx_WiFi,2,90
66.9598,Rx_802.15.4,N/A,90
66.9598,Tx_WiFi,2,90
66.9782,Rx_802.15.4,N/A,90
66.9782,Tx_WiFi,2,90
66.9832,Rx_802.15.4,N/A,90
66.9832,Tx_WiFi,2,90
66.9936,Rx_802.15.4,N/A,90
66.9936,Tx_WiFi,1,90
67.4252,Rx_802.15.4,N/A,90
67.4252,Tx_WiFi,0,90
67.4309,Rx_802.15.4,N/A,90
67.4309,Tx_WiFi,0,90
67.4396,Rx_802.15.4,N/A,90
67.4396,Tx_WiFi,2,90
67.4447,Rx_802.15.4,N/A,90
67.4447,Tx_WiFi,2,90
67.4507,Rx_802.15.4,N/A,90
67.4507,Tx_WiFi,2,90
67.4547,Rx_802.15.4,N/A,90
67.4547,Tx_WiFi,0,90
67.46,Rx_802.15.4,N/A,90
67.46,Tx_WiFi,0,90
67.47,Rx_802.15.4,N/A,90
67.47,Tx_WiFi,2,90
67.4757,Rx_802.15.4,N/A,90
67.4757,Tx_WiFi,2,90
67.4857,Rx_802.15.4,N/A,90
67.4857,Tx_WiFi,1,90
67.9168,Rx_802.15.4,N/A,90
67.9168,Tx_WiFi,2,90
67.9212,Rx_802.15.4,N/A,90
67.9212,Tx_WiFi,2,90
67.9328,Rx_802.15.4,N/A,90
67.9328,Tx_WiFi,2,90
67.9381,Rx_802.15.4,N/A,90
67.9381,Tx_WiFi,2,90
67.9435,Rx_802.15.4,N/A,51
67.9435,Tx_WiFi,2,51
67.9478,Rx_802.15.4,N/A,90
67.9478,Tx_WiFi,2,90
67.9544,Rx_802.15.4,N/A,90
67.9544,Tx_WiFi,2,90
67.9628,Rx_802.15.4,N/A,90
67.9628,Tx_WiFi,2,90
67.9679,Rx_802.15.4,N/A,90
67.9679,Tx_WiFi,2,90
68.3844,Rx_802.15.4,N/A,10
68.407,Rx_802.15.4,N/A,90
68.407,Tx_WiFi,0,90
68.4124,Rx_802.15.4,N/A,90
68.4124,Tx_WiFi,0,90
68.4233,Rx_802.15.4,N/A,90
68.4233,Tx_WiFi,2,90
68.4279,Rx_802.15.4,N/A,37
68.4279,Tx_WiFi,2,37
68.4384,Rx_802.15.4,N/A,90
68.4384,Tx_WiFi,2,90
68.4437,Rx_802.15.4,N/A,90
68.4437,Tx_WiFi,2,90
68.4528,Rx_802.15.4,N/A,90
68.4528,Tx_WiFi,1,90
68.88,Rx_802.15.4,N/A,10
68.9004,Rx_802.15.4,N/A,90
68.9004,Tx_WiFi,0,90
68.9071,Rx_802.15.4,N/A,90
68.9071,Tx_WiFi,0,90
68.9155,Rx_802.15.4,N/A,90
68.9155,Tx_WiFi,2,90
68.9199,Rx_802.15.4,N/A,90
68.9199,Tx_WiFi,2,90
68.9252,Rx_802.15.4,N/A,90
68.9252,Tx_WiFi,2,90
68.9292,Rx_802.15.4,N/A,90
68.9292,Tx_WiFi,2,90
68.9336,Rx_802.15.4,N/A,90
68.9336,Tx_WiFi,2,90
68.9459,Rx_802.15.4,N/A,90
68.9459,Tx_WiFi,1,90
69.3575,Rx_802.15.4,N/A,10
69.3884,Rx_802.15.4,N/A,90
69.3884,Tx_WiFi,0,90
69.3941,Rx_802.15.4,N/A,90
69.3941,Tx_WiFi,0,90
69.4038,Rx_802.15.4,N/A,90
69.4038,Tx_WiFi,2,90
69.4101,Rx_802.15.4,N/A,90
69.4101,Tx_WiFi,2,90
69.4141,Rx_802.15.4,N/A,49
69.4141,Tx_WiFi,2,49
69.4188,Rx_802.15.4,N/A,90
69.4188,Tx_WiFi,2,90
69.4242,Rx_802.15.4,N/A,90
69.4242,Tx_WiFi,2,90
69.4348,Rx_802.15.4,N/A,90
69.4348,Tx_WiFi,2,90
69.4412,Rx_802.15.4,N/A,90
69.4412,Tx_WiFi,2,90
69.8601,Rx_802.15.4,N/A,10
69.8809,Rx_802.15.4,N/A,90
69.8809,Tx_WiFi,2,90
69.8869,Rx_802.15.4,N/A,90
69.8869,Tx_WiFi,2,90
69.895,Rx_802.15.4,N/A,90
69.895,Tx_WiFi,2,90
69.8978,Rx_802.15.4,N/A,39
69.8978,Tx_WiFi,2,39
69.9113,Rx_802.15.4,N/A,90
69.9113,Tx_WiFi,2,90
69.917,Rx_802.15.4,N/A,90
69.917,Tx_WiFi,2,90
69.927,Rx_802.15.4,N/A,90
69.927,Tx_WiFi,1,90
69.9408,Rx_802.15.4,N/A,31
69.9408,Tx_WiFi,0,31
70.3319,Rx_802.15.4,N/A,10
70.3728,Rx_802.15.4,N/A,90
70.3728,Tx_WiFi,2,90
70.3794,Rx_802.15.4,N/A,90
70.3794,Tx_WiFi,2,90
70.3865,Rx_802.15.4,N/A,90
70.3865,Tx_WiFi,2,90
70.3919,Rx_802.15.4,N/A,90
70.3919,Tx_WiFi,2,90
70.3985,Rx_802.15.4,N/A,90
70.3985,Tx_WiFi,2,90
70.4188,Rx_802.15.4,N/A,90
70.4188,Tx_WiFi,2,90
70.4242,Rx_802.15.4,N/A,90
70.4242,Tx_WiFi,2,90
70.4329,Rx_802.15.4,N/A,90
70.4329,Tx_WiFi,1,90
70.8656,Rx_802.15.4,N/A,90
70.8656,Tx_WiFi,2,90
70.87,Rx_802.15.4,N/A,90
70.87,Tx_WiFi,2,90
70.8816,Rx_802.15.4,N/A,90
70.8816,Tx_WiFi,2,90
70.8876,Rx_802.15.4,N/A,90
70.8876,Tx_WiFi,2,90
70.8919,Rx_802.15.4,N/A,90
70.8919,Tx_WiFi,2,90
70.9113,Rx_802.15.4,N/A,90
70.9113,Tx_WiFi,2,90
70.9176,Rx_802.15.4,N/A,90
70.9176,Tx_WiFi,2,90
70.9267,Rx_802.15.4,N/A,90
70.9267,Tx_WiFi,2,90
70.932,Rx_802.15.4,N/A,90
70.932,Tx_WiFi,2,90
71.3571,Rx_802.15.4,N/A,90
71.3571,Tx_WiFi,2,90
71.3634,Rx_802.15.4,N/A,90
71.3634,Tx_WiFi,2,90
71.3712,Rx_802.15.4,N/A,90
71.3712,Tx_WiFi,2,90
71.3765,Rx_802.15.4,N/A,90
71.3765,Tx_WiFi,2,90
71.3817,Rx_802.15.4,N/A,45
71.3817,Tx_WiFi,2,45
71.3878,Rx_802.15.4,N/A,90
71.3878,Tx_WiFi,2,90
71.3928,Rx_802.15.4,N/A,90
71.3928,Tx_WiFi,2,90
71.4025,Rx_802.15.4,N/A,90
71.4025,Tx_WiFi,2,90
71.4088,Rx_802.15.4,N/A,90
71.4088,Tx_WiFi,2,90
71.4179,Rx_802.15.4,N/A,90
71.4179,Tx_WiFi,1,90
71.8156,Rx_802.15.4,N/A,10
71.8476,Rx_802.15.4,N/A,90
71.8476,Tx_WiFi,2,90
71.8533,Rx_802.15.4,N/A,90
71.8533,Tx_WiFi,2,90
71.863,Rx_802.15.4,N/A,90
71.863,Tx_WiFi,2,90
71.8656,Rx_802.15.4,N/A,35
71.8656,Tx_WiFi,2,35
71.8784,Rx_802.15.4,N/A,90
71.8784,Tx_WiFi,2,90
71.885,Rx_802.15.4,N/A,90
71.885,Tx_WiFi,2,90
72.3186,Rx_802.15.4,N/A,10
72.3382,Rx_802.15.4,N/A,90
72.3382,Tx_WiFi,2,90
72.3439,Rx_802.15.4,N/A,90
72.3439,Tx_WiFi,2,90
72.3545,Rx_802.15.4,N/A,90
72.3545,Tx_WiFi,2,90
72.3608,Rx_802.15.4,N/A,90
72.3608,Tx_WiFi,2,90
72.3652,Rx_802.15.4,N/A,90
72.3652,Tx_WiFi,2,90
72.383,Rx_802.15.4,N/A,90
72.383,Tx_WiFi,2,90
72.3877,Rx_802.15.4,N/A,90
72.3877,Tx_WiFi,2,90
72.3987,Rx_802.15.4,N/A,90
72.3987,Tx_WiFi,1,90
72.8288,Rx_802.15.4,N/A,90
72.8288,Tx_WiFi,2,90
72.8344,Rx_802.15.4,N/A,90
72.8344,Tx_WiFi,2,90
72.8448,Rx_802.15.4,N/A,90
72.8448,Tx_WiFi,2,90
72.8495,Rx_802.15.4,N/A,90
72.8495,Tx_WiFi,2,90
72.8558,Rx_802.15.4,N/A,90
72.8558,Tx_WiFi,2,90
72.8596,Rx_802.15.4,N/A,90
72.8596,Tx_WiFi,2,90
72.864,Rx_802.15.4,N/A,90
72.864,Tx_WiFi,2,90
72.8758,Rx_802.15.4,N/A,90
72.8758,Tx_WiFi,2,90
72.8812,Rx_802.15.4,N/A,90
72.8812,Tx_WiFi,2,90
72.8896,Rx_802.15.4,N/A,90
72.8896,Tx_WiFi,1,90
73.3206,Rx_802.15.4,N/A,90
73.3206,Tx_WiFi,2,90
73.3269,Rx_802.15.4,N/A,90
73.3269,Tx_WiFi,2,90
73.336,Rx_802.15.4,N/A,90
73.336,Tx_WiFi,2,90
73.3426,Rx_802.15.4,N/A,90
73.3426,Tx_WiFi,2,90
73.3469,Rx_802.15.4,N/A,37
73.3469,Tx_WiFi,2,37
73.3529,Rx_802.15.4,N/A,90
73.3529,Tx_WiFi,2,90
73.3576,Rx_802.15.4,N/A,90
73.3576,Tx_WiFi,2,90
73.3689,Rx_802.15.4,N/A,90
73.3689,Tx_WiFi,2,90
73.3746,Rx_802.15.4,N/A,90
73.3746,Tx_WiFi,2,90
73.7651,Rx_802.15.4,N/A,10
73.8131,Rx_802.15.4,N/A,90
73.8131,Tx_WiFi,2,90
73.8188,Rx_802.15.4,N/A,90
73.8188,Tx_WiFi,2,90
73.8268,Rx_802.15.4,N/A,90
73.8268,Tx_WiFi,2,90
73.8298,Rx_802.15.4,N/A,35
73.8298,Tx_WiFi,2,35
73.8438,Rx_802.15.4,N/A,90
73.8438,Tx_WiFi,2,90
73.8488,Rx_802.15.4,N/A,90
73.8488,Tx_WiFi,2,90
73.8582,Rx_802.15.4,N/A,90
73.8582,Tx_WiFi,3,90
74.2867,Rx_802.15.4,N/A,10
74.3046,Rx_802.15.4,N/A,90
74.3046,Tx_WiFi,2,90
74.3093,Rx_802.15.4,N/A,90
74.3093,Tx_WiFi,2,90
74.3203,Rx_802.15.4,N/A,90
74.3203,Tx_WiFi,2,90
74.325,Rx_802.15.4,N/A,90
74.325,Tx_WiFi,2,90
74.3297,Rx_802.15.4,N/A,90
74.3297,Tx_WiFi,2,90
74.3353,Rx_802.15.4,N/A,90
74.3353,Tx_WiFi,2,90
74.3404,Rx_802.15.4,N/A,90
74.3404,Tx_WiFi,2,90
74.3507,Rx_802.15.4,N/A,90
74.3507,Tx_WiFi,1,90
74.7961,Rx_802.15.4,N/A,90
74.7961,Tx_WiFi,0,90
74.8021,Rx_802.15.4,N/A,90
74.8021,Tx_WiFi,0,90
74.8105,Rx_802.15.4,N/A,90
74.8105,Tx_WiFi,2,90
74.8156,Rx_802.15.4,N/A,90
74.8156,Tx_WiFi,2,90
74.8209,Rx_802.15.4,N/A,90
74.8209,Tx_WiFi,2,90
74.8262,Rx_802.15.4,N/A,90
74.8262,Tx_WiFi,2,90
74.8322,Rx_802.15.4,N/A,90
74.8322,Tx_WiFi,2,90
74.8412,Rx_802.15.4,N/A,90
74.8412,Tx_WiFi,2,90
74.8456,Rx_802.15.4,N/A,90
74.8456,Tx_WiFi,2,90
75.288,Rx_802.15.4,N/A,90
75.288,Tx_WiFi,2,90
75.2946,Rx_802.15.4,N/A,90
75.2946,Tx_WiFi,2,90
75.302,Rx_802.15.4,N/A,90
75.302,Tx_WiFi,2,90
75.3068,Rx_802.15.4,N/A,90
75.3068,Tx_WiFi,2,90
75.311,Rx_802.15.4,N/A,45
75.311,Tx_WiFi,2,45
75.318,Rx_802.15.4,N/A,90
75.318,Tx_WiFi,2,90
75.3234,Rx_802.15.4,N/A,90
75.3234,Tx_WiFi,2,90
75.3334,Rx_802.15.4,N/A,90
75.3334,Tx_WiFi,2,90
75.3394,Rx_802.15.4,N/A,90
75.3394,Tx_WiFi,2,90
75.3504,Rx_802.15.4,N/A,90
75.3504,Tx_WiFi,1,90
75.753,Rx_802.15.4,N/A,10
75.7808,Rx_802.15.4,N/A,90
75.7808,Tx_WiFi,2,90
75.7855,Rx_802.15.4,N/A,90
75.7855,Tx_WiFi,2,90
75.7958,Rx_802.15.4,N/A,90
75.7958,Tx_WiFi,2,90
75.7997,Rx_802.15.4,N/A,35
75.7997,Tx_WiFi,2,35
75.8112,Rx_802.15.4,N/A,90
75.8112,Tx_WiFi,2,90
75.8168,Rx_802.15.4,N/A,90
75.8168,Tx_WiFi,2,90
76.2106,Rx_802.15.4,N/A,10
76.271,Rx_802.15.4,N/A,90
76.271,Tx_WiFi,2,90
76.2757,Rx_802.15.4,N/A,90
76.2757,Tx_WiFi,2,90
76.2867,Rx_802.15.4,N/A,90
76.2867,Tx_WiFi,2,90
76.293,Rx_802.15.4,N/A,90
76.293,Tx_WiFi,2,90
76.2983,Rx_802.15.4,N/A,90
76.2983,Tx_WiFi,2,90
76.3031,Rx_802.15.4,N/A,90
76.3031,Tx_WiFi,2,90
76.3078,Rx_802.15.4,N/A,90
76.3078,Tx_WiFi,2,90
76.3168,Rx_802.15.4,N/A,90
76.3168,Tx_WiFi,1,90
76.7625,Rx_802.15.4,N/A,90
76.7625,Tx_WiFi,2,90
76.7692,Rx_802.15.4,N/A,90
76.7692,Tx_WiFi,2,90
76.7779,Rx_802.15.4,N/A,90
76.7779,Tx_WiFi,2,90
76.7826,Rx_802.15.4,N/A,90
76.7826,Tx_WiFi,2,90
76.7867,Rx_802.15.4,N/A,50
76.7867,Tx_WiFi,2,50
76.8099,Rx_802.15.4,N/A,90
76.8099,Tx_WiFi,2,90
76.8149,Rx_802.15.4,N/A,90
76.8149,Tx_WiFi,2,90
76.8243,Rx_802.15.4,N/A,90
76.8243,Tx_WiFi,2,90
76.829,Rx_802.15.4,N/A,90
76.829,Tx_WiFi,2,90
76.8403,Rx_802.15.4,N/A,90
76.8403,Tx_WiFi,1,90
77.2167,Rx_802.15.4,N/A,10
77.2344,Rx_802.15.4,N/A,10
77.255,Rx_802.15.4,N/A,90
77.255,Tx_WiFi,2,90
77.2599,Rx_802.15.4,N/A,36
77.2599,Tx_WiFi,2,36
77.27,Rx_802.15.4,N/A,90
77.27,Tx_WiFi,2,90
77.2744,Rx_802.15.4,N/A,90
77.2744,Tx_WiFi,2,90
77.2864,Rx_802.15.4,N/A,90
77.2864,Tx_WiFi,2,90
77.293,Rx_802.15.4,N/A,90
77.293,Tx_WiFi,2,90
77.6901,Rx_802.15.4,N/A,10
77.7452,Rx_802.15.4,N/A,90
77.7452,Tx_WiFi,2,90
77.7506,Rx_802.15.4,N/A,90
77.7506,Tx_WiFi,2,90
77.7556,Rx_802.15.4,N/A,90
77.7556,Tx_WiFi,2,90
77.7769,Rx_802.15.4,N/A,90
77.7769,Tx_WiFi,2,90
77.7815,Rx_802.15.4,N/A,37
77.7815,Tx_WiFi,2,37
77.79,Rx_802.15.4,N/A,90
77.79,Tx_WiFi,2,90
77.7944,Rx_802.15.4,N/A,90
77.7944,Tx_WiFi,2,90
77.8073,Rx_802.15.4,N/A,90
77.8073,Tx_WiFi,0,90
77.8209,Rx_802.15.4,N/A,64
77.8209,Tx_WiFi,3,64
78.2101,Rx_802.15.4,N/A,10
78.2174,Rx_802.15.4,N/A,10
78.2358,Rx_802.15.4,N/A,90
78.2358,Tx_WiFi,2,90
78.2412,Rx_802.15.4,N/A,90
78.2412,Tx_WiFi,2,90
78.2508,Rx_802.15.4,N/A,90
78.2508,Tx_WiFi,2,90
78.2562,Rx_802.15.4,N/A,90
78.2562,Tx_WiFi,2,90
78.2609,Rx_802.15.4,N/A,90
78.2609,Tx_WiFi,2,90
78.2678,Rx_802.15.4,N/A,90
78.2678,Tx_WiFi,2,90
78.2725,Rx_802.15.4,N/A,90
78.2725,Tx_WiFi,2,90
78.2825,Rx_802.15.4,N/A,90
78.2825,Tx_WiFi,1,90
78.7283,Rx_802.15.4,N/A,90
78.7283,Tx_WiFi,0,90
78.734,Rx_802.15.4,N/A,90
78.734,Tx_WiFi,0,90
78.76,Rx_802.15.4,N/A,90
78.76,Tx_WiFi,2,90
78.7663,Rx_802.15.4,N/A,90
78.7663,Tx_WiFi,2,90
78.7707,Rx_802.15.4,N/A,51
78.7707,Tx_WiFi,2,51
78.775,Rx_802.15.4,N/A,90
78.775,Tx_WiFi,2,90
78.7794,Rx_802.15.4,N/A,90
78.7794,Tx_WiFi,2,90
78.7913,Rx_802.15.4,N/A,90
78.7913,Tx_WiFi,2,90
78.7973,Rx_802.15.4,N/A,90
78.7973,Tx_WiFi,2,90
78.8196,Rx_802.15.4,N/A,73
78.8196,Tx_WiFi,3,73
79.1883,Rx_802.15.4,N/A,10
79.222,Rx_802.15.4,N/A,90
79.222,Tx_WiFi,3,90
79.2264,Rx_802.15.4,N/A,90
79.2264,Tx_WiFi,3,90
79.2358,Rx_802.15.4,N/A,90
79.2358,Tx_WiFi,2,90
79.2398,Rx_802.15.4,N/A,38
79.2398,Tx_WiFi,2,38
79.2508,Rx_802.15.4,N/A,90
79.2508,Tx_WiFi,2,90
79.2551,Rx_802.15.4,N/A,35
79.2551,Tx_WiFi,2,35
79.2662,Rx_802.15.4,N/A,90
79.2662,Tx_WiFi,1,90
79.6496,Rx_802.15.4,N/A,10
79.6806,Rx_802.15.4,N/A,10
79.7097,Rx_802.15.4,N/A,90
79.7097,Tx_WiFi,0,90
79.7148,Rx_802.15.4,N/A,90
79.7148,Tx_WiFi,0,90
79.7273,Rx_802.15.4,N/A,90
79.7273,Tx_WiFi,2,90
79.734,Rx_802.15.4,N/A,90
79.734,Tx_WiFi,2,90
79.7403,Rx_802.15.4,N/A,90
79.7403,Tx_WiFi,2,90
80.2038,Rx_802.15.4,N/A,90
80.2038,Tx_WiFi,2,90
80.2095,Rx_802.15.4,N/A,90
80.2095,Tx_WiFi,2,90
80.2198,Rx_802.15.4,N/A,90
80.2198,Tx_WiFi,2,90
80.2258,Rx_802.15.4,N/A,90
80.2258,Tx_WiFi,2,90
80.2315,Rx_802.15.4,N/A,90
80.2315,Tx_WiFi,2,90
80.2499,Rx_802.15.4,N/A,90
80.2499,Tx_WiFi,2,90
80.2562,Rx_802.15.4,N/A,90
80.2562,Tx_WiFi,2,90
80.2659,Rx_802.15.4,N/A,90
80.2659,Tx_WiFi,2,90
80.2725,Rx_802.15.4,N/A,90
80.2725,Tx_WiFi,2,90
80.2809,Rx_802.15.4,N/A,90
80.2809,Tx_WiFi,1,90
80.6931,Rx_802.15.4,N/A,90
80.6931,Tx_WiFi,2,90
80.6994,Rx_802.15.4,N/A,90
80.6994,Tx_WiFi,2,90
80.7084,Rx_802.15.4,N/A,90
80.7084,Tx_WiFi,2,90
80.7132,Rx_802.15.4,N/A,90
80.7132,Tx_WiFi,2,90
80.718,Rx_802.15.4,N/A,53
80.718,Tx_WiFi,2,53
80.726,Rx_802.15.4,N/A,90
80.726,Tx_WiFi,2,90
80.7308,Rx_802.15.4,N/A,90
80.7308,Tx_WiFi,2,90
80.7411,Rx_802.15.4,N/A,90
80.7411,Tx_WiFi,2,90
80.7438,Rx_802.15.4,N/A,37
80.7438,Tx_WiFi,2,37
80.7715,Rx_802.15.4,N/A,90
80.7715,Tx_WiFi,1,90
81.1216,Rx_802.15.4,N/A,10
81.1678,Rx_802.15.4,N/A,10
81.1843,Rx_802.15.4,N/A,90
81.1843,Tx_WiFi,2,90
81.1903,Rx_802.15.4,N/A,90
81.1903,Tx_WiFi,2,90
81.2012,Rx_802.15.4,N/A,90
81.2012,Tx_WiFi,2,90
81.2052,Rx_802.15.4,N/A,38
81.2052,Tx_WiFi,2,38
81.6269,Rx_802.15.4,N/A,10
81.68,Rx_802.15.4,N/A,90
81.68,Tx_WiFi,2,90
81.6863,Rx_802.15.4,N/A,90
81.6863,Tx_WiFi,2,90
81.6944,Rx_802.15.4,N/A,90
81.6944,Tx_WiFi,2,90
81.6997,Rx_802.15.4,N/A,90
81.6997,Tx_WiFi,2,90
81.7054,Rx_802.15.4,N/A,90
81.7054,Tx_WiFi,2,90
81.7094,Rx_802.15.4,N/A,90
81.7094,Tx_WiFi,2,90
81.7157,Rx_802.15.4,N/A,90
81.7157,Tx_WiFi,2,90
81.7238,Rx_802.15.4,N/A,90
81.7238,Tx_WiFi,1,90
82.1683,Rx_802.15.4,N/A,90
82.1683,Tx_WiFi,2,90
82.1727,Rx_802.15.4,N/A,90
82.1727,Tx_WiFi,2,90
82.1856,Rx_802.15.4,N/A,90
82.1856,Tx_WiFi,2,90
82.1922,Rx_802.15.4,N/A,90
82.1922,Tx_WiFi,2,90
82.1968,Rx_802.15.4,N/A,37
82.1968,Tx_WiFi,2,37
82.2012,Rx_802.15.4,N/A,90
82.2012,Tx_WiFi,2,90
82.2056,Rx_802.15.4,N/A,90
82.2056,Tx_WiFi,2,90
82.216,Rx_802.15.4,N/A,90
82.216,Tx_WiFi,2,90
82.221,Rx_802.15.4,N/A,90
82.221,Tx_WiFi,2,90
82.2451,Rx_802.15.4,N/A,90
82.2451,Tx_WiFi,1,90
82.6218,Rx_802.15.4,N/A,10
82.6614,Rx_802.15.4,N/A,90
82.6614,Tx_WiFi,2,90
82.6671,Rx_802.15.4,N/A,90
82.6671,Tx_WiFi,2,90
82.6774,Rx_802.15.4,N/A,90
82.6774,Tx_WiFi,2,90
82.6818,Rx_802.15.4,N/A,90
82.6818,Tx_WiFi,2,90
82.6918,Rx_802.15.4,N/A,90
82.6918,Tx_WiFi,2,90
82.6981,Rx_802.15.4,N/A,90
82.6981,Tx_WiFi,2,90
83.1539,Rx_802.15.4,N/A,90
83.1539,Tx_WiFi,2,90
83.1589,Rx_802.15.4,N/A,90
83.1589,Tx_WiFi,2,90
83.1686,Rx_802.15.4,N/A,90
83.1686,Tx_WiFi,2,90
83.1736,Rx_802.15.4,N/A,90
83.1736,Tx_WiFi,2,90
83.178,Rx_802.15.4,N/A,90
83.178,Tx_WiFi,2,90
83.2006,Rx_802.15.4,N/A,90
83.2006,Tx_WiFi,2,90
83.2048,Rx_802.15.4,N/A,35
83.2048,Tx_WiFi,2,35
83.2153,Rx_802.15.4,N/A,90
83.2153,Tx_WiFi,2,90
83.2213,Rx_802.15.4,N/A,90
83.2213,Tx_WiFi,2,90
83.2307,Rx_802.15.4,N/A,90
83.2307,Tx_WiFi,1,90
83.6018,Rx_802.15.4,N/A,10
83.6441,Rx_802.15.4,N/A,90
83.6441,Tx_WiFi,0,90
83.6485,Rx_802.15.4,N/A,90
83.6485,Tx_WiFi,0,90
83.6608,Rx_802.15.4,N/A,90
83.6608,Tx_WiFi,2,90
83.6671,Rx_802.15.4,N/A,90
83.6671,Tx_WiFi,2,90
83.6718,Rx_802.15.4,N/A,90
83.6718,Tx_WiFi,2,90
83.6761,Rx_802.15.4,N/A,90
83.6761,Tx_WiFi,2,90
83.6824,Rx_802.15.4,N/A,90
83.6824,Tx_WiFi,2,90
83.6918,Rx_802.15.4,N/A,90
83.6918,Tx_WiFi,1,90
84.1369,Rx_802.15.4,N/A,90
84.1369,Tx_WiFi,2,90
84.1423,Rx_802.15.4,N/A,90
84.1423,Tx_WiFi,2,90
84.1523,Rx_802.15.4,N/A,90
84.1523,Tx_WiFi,2,90
84.1573,Rx_802.15.4,N/A,90
84.1573,Tx_WiFi,2,90
84.1606,Rx_802.15.4,N/A,47
84.1606,Tx_WiFi,2,47
84.1676,Rx_802.15.4,N/A,90
