Time_s,Event,Priority,Size_bytes
22.241,Rx_802.15.4,N/A,90
22.241,Tx_WiFi,2,90
22.2521,Rx_802.15.4,N/A,90
22.2521,Tx_WiFi,2,90
22.2581,Rx_802.15.4,N/A,90
22.2581,Tx_WiFi,2,90
22.2656,Rx_802.15.4,N/A,90
22.2656,Tx_WiFi,1,90
22.6931,Rx_802.15.4,N/A,90
22.6931,Tx_WiFi,0,90
22.6984,Rx_802.15.4,N/A,90
22.6984,Tx_WiFi,0,90
22.7091,Rx_802.15.4,N/A,90
22.7091,Tx_WiFi,2,90
22.7135,Rx_802.15.4,N/A,90
22.7135,Tx_WiFi,2,90
22.7178,Rx_802.15.4,N/A,57
22.7178,Tx_WiFi,2,57
22.726,Rx_802.15.4,N/A,90
22.726,Tx_WiFi,2,90
22.7311,Rx_802.15.4,N/A,90
22.7311,Tx_WiFi,2,90
22.7404,Rx_802.15.4,N/A,90
22.7404,Tx_WiFi,2,90
22.7455,Rx_802.15.4,N/A,90
22.7455,Tx_WiFi,2,90
23.166,Rx_802.15.4,N/A,10
23.1884,Rx_802.15.4,N/A,90
23.1884,Tx_WiFi,2,90
23.1932,Rx_802.15.4,N/A,90
23.1932,Tx_WiFi,2,90
23.2025,Rx_802.15.4,N/A,90
23.2025,Tx_WiFi,2,90
23.2052,Rx_802.15.4,N/A,36
23.2052,Tx_WiFi,2,36
23.2188,Rx_802.15.4,N/A,90
23.2188,Tx_WiFi,2,90
23.2239,Rx_802.15.4,N/A,90
23.2239,Tx_WiFi,2,90
23.2326,Rx_802.15.4,N/A,90
23.2326,Tx_WiFi,1,90
23.6177,Rx_802.15.4,N/A,10
23.678,Rx_802.15.4,N/A,90
23.678,Tx_WiFi,2,90
23.6834,Rx_802.15.4,N/A,90
23.6834,Tx_WiFi,2,90
23.694,Rx_802.15.4,N/A,90
23.694,Tx_WiFi,2,90
23.6997,Rx_802.15.4,N/A,90
23.6997,Tx_WiFi,2,90
23.7054,Rx_802.15.4,N/A,90
23.7054,Tx_WiFi,2,90
23.7094,Rx_802.15.4,N/A,90
23.7094,Tx_WiFi,2,90
23.7144,Rx_802.15.4,N/A,90
23.7144,Tx_WiFi,2,90
23.7232,Rx_802.15.4,N/A,90
23.7232,Tx_WiFi,1,90
24.1683,Rx_802.15.4,N/A,90
24.1683,Tx_WiFi,2,90
24.1743,Rx_802.15.4,N/A,90
24.1743,Tx_WiFi,2,90
24.1833,Rx_802.15.4,N/A,90
24.1833,Tx_WiFi,2,90
24.1887,Rx_802.15.4,N/A,90
24.1887,Tx_WiFi,2,90
24.1917,Rx_802.15.4,N/A,48
24.1917,Tx_WiFi,2,48
24.2,Rx_802.15.4,N/A,90
24.2,Tx_WiFi,2,90
24.2063,Rx_802.15.4,N/A,90
24.2063,Tx_WiFi,2,90
24.216,Rx_802.15.4,N/A,90
24.216,Tx_WiFi,2,90
24.2226,Rx_802.15.4,N/A,90
24.2226,Tx_WiFi,2,90
24.61,Rx_802.15.4,N/A,10
24.662,Rx_802.15.4,N/A,90
24.662,Tx_WiFi,2,90
24.6687,Rx_802.15.4,N/A,90
24.6687,Tx_WiFi,2,90
24.6758,Rx_802.15.4,N/A,90
24.6758,Tx_WiFi,2,90
24.6815,Rx_802.15.4,N/A,90
24.6815,Tx_WiFi,2,90
24.6924,Rx_802.15.4,N/A,90
24.6924,Tx_WiFi,2,90
24.6984,Rx_802.15.4,N/A,90
24.6984,Tx_WiFi,2,90
24.7068,Rx_802.15.4,N/A,90
24.7068,Tx_WiFi,1,90
25.1539,Rx_802.15.4,N/A,90
25.1539,Tx_WiFi,2,90
25.1589,Rx_802.15.4,N/A,90
25.1589,Tx_WiFi,2,90
25.1686,Rx_802.15.4,N/A,90
25.1686,Tx_WiFi,2,90
25.1749,Rx_802.15.4,N/A,90
25.1749,Tx_WiFi,2,90
25.1799,Rx_802.15.4,N/A,90
25.1799,Tx_WiFi,2,90
25.2006,Rx_802.15.4,N/A,90
25.2006,Tx_WiFi,2,90
25.2033,Rx_802.15.4,N/A,38
25.2033,Tx_WiFi,2,38
25.2166,Rx_802.15.4,N/A,90
25.2166,Tx_WiFi,2,90
25.2232,Rx_802.15.4,N/A,90
25.2232,Tx_WiFi,2,90
25.2313,Rx_802.15.4,N/A,90
25.2313,Tx_WiFi,1,90
25.5968,Rx_802.15.4,N/A,10
25.6438,Rx_802.15.4,N/A,90
25.6438,Tx_WiFi,2,90
25.6492,Rx_802.15.4,N/A,90
25.6492,Tx_WiFi,2,90
25.6585,Rx_802.15.4,N/A,90
25.6585,Tx_WiFi,2,90
25.6645,Rx_802.15.4,N/A,90
25.6645,Tx_WiFi,2,90
25.6689,Rx_802.15.4,N/A,90
25.6689,Tx_WiFi,2,90
25.6755,Rx_802.15.4,N/A,90
25.6755,Tx_WiFi,2,90
25.6805,Rx_802.15.4,N/A,90
25.6805,Tx_WiFi,2,90
26.1356,Rx_802.15.4,N/A,90
26.1356,Tx_WiFi,2,90
26.1407,Rx_802.15.4,N/A,90
26.1407,Tx_WiFi,2,90
26.1529,Rx_802.15.4,N/A,90
26.1529,Tx_WiFi,2,90
26.1576,Rx_802.15.4,N/A,90
26.1576,Tx_WiFi,2,90
26.1609,Rx_802.15.4,N/A,55
26.1609,Tx_WiFi,2,55
26.168,Rx_802.15.4,N/A,90
26.168,Tx_WiFi,2,90
26.1746,Rx_802.15.4,N/A,90
26.1746,Tx_WiFi,2,90
26.1833,Rx_802.15.4,N/A,90
26.1833,Tx_WiFi,2,90
26.189,Rx_802.15.4,N/A,90
26.189,Tx_WiFi,2,90
26.1971,Rx_802.15.4,N/A,90
26.1971,Tx_WiFi,1,90
26.6007,Rx_802.15.4,N/A,10
26.6259,Rx_802.15.4,N/A,90
26.6259,Tx_WiFi,2,90
26.6316,Rx_802.15.4,N/A,90
26.6316,Tx_WiFi,2,90
26.6409,Rx_802.15.4,N/A,90
26.6409,Tx_WiFi,2,90
26.6446,Rx_802.15.4,N/A,39
26.6446,Tx_WiFi,2,39
26.6563,Rx_802.15.4,N/A,90
26.6563,Tx_WiFi,2,90
26.6629,Rx_802.15.4,N/A,90
26.6629,Tx_WiFi,2,90
27.0764,Rx_802.15.4,N/A,10
27.118,Rx_802.15.4,N/A,90
27.118,Tx_WiFi,2,90
27.1244,Rx_802.15.4,N/A,90
27.1244,Tx_WiFi,2,90
27.134,Rx_802.15.4,N/A,90
27.134,Tx_WiFi,2,90
27.14,Rx_802.15.4,N/A,90
27.14,Tx_WiFi,2,90
27.1444,Rx_802.15.4,N/A,90
27.1444,Tx_WiFi,2,90
27.15,Rx_802.15.4,N/A,90
27.15,Tx_WiFi,2,90
27.1567,Rx_802.15.4,N/A,90
27.1567,Tx_WiFi,2,90
27.1651,Rx_802.15.4,N/A,90
27.1651,Tx_WiFi,1,90
27.6112,Rx_802.15.4,N/A,90
27.6112,Tx_WiFi,2,90
27.6168,Rx_802.15.4,N/A,90
27.6168,Tx_WiFi,2,90
27.6281,Rx_802.15.4,N/A,90
27.6281,Tx_WiFi,2,90
27.6328,Rx_802.15.4,N/A,90
27.6328,Tx_WiFi,2,90
27.6379,Rx_802.15.4,N/A,90
27.6379,Tx_WiFi,2,90
27.642,Rx_802.15.4,N/A,90
27.642,Tx_WiFi,2,90
27.647,Rx_802.15.4,N/A,90
27.647,Tx_WiFi,2,90
27.6566,Rx_802.15.4,N/A,90
27.6566,Tx_WiFi,2,90
27.6616,Rx_802.15.4,N/A,90
27.6616,Tx_WiFi,2,90
27.6742,Rx_802.15.4,N/A,90
27.6742,Tx_WiFi,1,90
28.104,Rx_802.15.4,N/A,90
28.104,Tx_WiFi,2,90
28.1084,Rx_802.15.4,N/A,90
28.1084,Tx_WiFi,2,90
28.118,Rx_802.15.4,N/A,90
28.118,Tx_WiFi,2,90
28.1224,Rx_802.15.4,N/A,90
28.1224,Tx_WiFi,2,90
28.1256,Rx_802.15.4,N/A,51
28.1256,Tx_WiFi,2,51
28.1334,Rx_802.15.4,N/A,90
28.1334,Tx_WiFi,2,90
28.1397,Rx_802.15.4,N/A,90
28.1397,Tx_WiFi,2,90
28.1481,Rx_802.15.4,N/A,90
28.1481,Tx_WiFi,2,90
28.1535,Rx_802.15.4,N/A,90
28.1535,Tx_WiFi,2,90
28.5317,Rx_802.15.4,N/A,10
28.5939,Rx_802.15.4,N/A,90
28.5939,Tx_WiFi,2,90
28.6002,Rx_802.15.4,N/A,90
28.6002,Tx_WiFi,2,90
28.6073,Rx_802.15.4,N/A,90
28.6073,Tx_WiFi,2,90
28.6116,Rx_802.15.4,N/A,38
28.6116,Tx_WiFi,2,38
28.6236,Rx_802.15.4,N/A,90
28.6236,Tx_WiFi,2,90
28.628,Rx_802.15.4,N/A,90
28.628,Tx_WiFi,2,90
28.6384,Rx_802.15.4,N/A,90
28.6384,Tx_WiFi,1,90
29.0445,Rx_802.15.4,N/A,10
29.0851,Rx_802.15.4,N/A,90
29.0851,Tx_WiFi,2,90
29.0898,Rx_802.15.4,N/A,90
29.0898,Tx_WiFi,2,90
29.1004,Rx_802.15.4,N/A,90
29.1004,Tx_WiFi,2,90
29.1064,Rx_802.15.4,N/A,90
29.1064,Tx_WiFi,2,90
29.1108,Rx_802.15.4,N/A,90
29.1108,Tx_WiFi,2,90
29.1168,Rx_802.15.4,N/A,90
29.1168,Tx_WiFi,2,90
29.1215,Rx_802.15.4,N/A,90
29.1215,Tx_WiFi,2,90
29.1331,Rx_802.15.4,N/A,90
29.1331,Tx_WiFi,3,90
29.5772,Rx_802.15.4,N/A,90
29.5772,Tx_WiFi,2,90
29.5816,Rx_802.15.4,N/A,90
29.5816,Tx_WiFi,2,90
29.592,Rx_802.15.4,N/A,90
29.592,Tx_WiFi,2,90
29.598,Rx_802.15.4,N/A,90
29.598,Tx_WiFi,2,90
29.6016,Rx_802.15.4,N/A,57
29.6016,Tx_WiFi,2,57
29.6076,Rx_802.15.4,N/A,90
29.6076,Tx_WiFi,2,90
29.613,Rx_802.15.4,N/A,90
29.613,Tx_WiFi,2,90
29.6233,Rx_802.15.4,N/A,90
29.6233,Tx_WiFi,2,90
29.6293,Rx_802.15.4,N/A,90
29.6293,Tx_WiFi,2,90
30.0391,Rx_802.15.4,N/A,10
30.0688,Rx_802.15.4,N/A,90
30.0688,Tx_WiFi,0,90
30.0741,Rx_802.15.4,N/A,90
30.0741,Tx_WiFi,0,90
30.0835,Rx_802.15.4,N/A,90
30.0835,Tx_WiFi,2,90
30.0885,Rx_802.15.4,N/A,90
30.0885,Tx_WiFi,2,90
30.0979,Rx_802.15.4,N/A,90
30.0979,Tx_WiFi,2,90
30.1029,Rx_802.15.4,N/A,90
30.1029,Tx_WiFi,2,90
30.1152,Rx_802.15.4,N/A,90
30.1152,Tx_WiFi,1,90
30.5596,Rx_802.15.4,N/A,90
30.5596,Tx_WiFi,2,90
30.5663,Rx_802.15.4,N/A,90
30.5663,Tx_WiFi,2,90
30.5769,Rx_802.15.4,N/A,90
30.5769,Tx_WiFi,2,90
30.5836,Rx_802.15.4,N/A,90
30.5836,Tx_WiFi,2,90
30.5899,Rx_802.15.4,N/A,90
30.5899,Tx_WiFi,2,90
30.6067,Rx_802.15.4,N/A,90
30.6067,Tx_WiFi,2,90
30.6117,Rx_802.15.4,N/A,39
30.6117,Tx_WiFi,2,39
30.622,Rx_802.15.4,N/A,90
30.622,Tx_WiFi,2,90
30.6284,Rx_802.15.4,N/A,90
30.6284,Tx_WiFi,2,90
31.0193,Rx_802.15.4,N/A,10
31.0505,Rx_802.15.4,N/A,90
31.0505,Tx_WiFi,2,90
31.0562,Rx_802.15.4,N/A,90
31.0562,Tx_WiFi,2,90
31.0675,Rx_802.15.4,N/A,90
31.0675,Tx_WiFi,2,90
31.0722,Rx_802.15.4,N/A,90
31.0722,Tx_WiFi,2,90
31.0782,Rx_802.15.4,N/A,90
31.0782,Tx_WiFi,2,90
31.0825,Rx_802.15.4,N/A,90
31.0825,Tx_WiFi,2,90
31.0882,Rx_802.15.4,N/A,90
31.0882,Tx_WiFi,2,90
31.0969,Rx_802.15.4,N/A,90
31.0969,Tx_WiFi,0,90
31.5068,Rx_802.15.4,N/A,10
31.5436,Rx_802.15.4,N/A,90
31.5436,Tx_WiFi,2,90
31.5493,Rx_802.15.4,N/A,90
31.5493,Tx_WiFi,2,90
31.5587,Rx_802.15.4,N/A,90
31.5587,Tx_WiFi,2,90
31.564,Rx_802.15.4,N/A,90
31.564,Tx_WiFi,2,90
31.5691,Rx_802.15.4,N/A,50
31.5691,Tx_WiFi,2,50
31.5735,Rx_802.15.4,N/A,90
31.5735,Tx_WiFi,2,90
31.5802,Rx_802.15.4,N/A,90
31.5802,Tx_WiFi,2,90
31.5894,Rx_802.15.4,N/A,90
31.5894,Tx_WiFi,3,90
31.6039,Rx_802.15.4,N/A,74
31.6039,Tx_WiFi,3,74
31.9993,Rx_802.15.4,N/A,10
32.0348,Rx_802.15.4,N/A,90
32.0348,Tx_WiFi,2,90
32.0399,Rx_802.15.4,N/A,90
32.0399,Tx_WiFi,2,90
32.0505,Rx_802.15.4,N/A,90
32.0505,Tx_WiFi,2,90
32.0565,Rx_802.15.4,N/A,90
32.0565,Tx_WiFi,2,90
32.0809,Rx_802.15.4,N/A,90
32.0809,Tx_WiFi,2,90
32.086,Rx_802.15.4,N/A,90
32.086,Tx_WiFi,2,90
32.5238,Rx_802.15.4,N/A,90
32.5238,Tx_WiFi,2,90
32.5292,Rx_802.15.4,N/A,90
32.5292,Tx_WiFi,2,90
32.5411,Rx_802.15.4,N/A,90
32.5411,Tx_WiFi,2,90
32.5455,Rx_802.15.4,N/A,90
32.5455,Tx_WiFi,2,90
32.5515,Rx_802.15.4,N/A,90
32.5515,Tx_WiFi,2,90
32.5579,Rx_802.15.4,N/A,90
32.5579,Tx_WiFi,2,90
32.5628,Rx_802.15.4,N/A,37
32.5628,Tx_WiFi,2,37
32.5852,Rx_802.15.4,N/A,90
32.5852,Tx_WiFi,2,90
32.5912,Rx_802.15.4,N/A,90
32.5912,Tx_WiFi,2,90
32.6022,Rx_802.15.4,N/A,90
32.6022,Tx_WiFi,1,90
32.9592,Rx_802.15.4,N/A,10
33.016,Rx_802.15.4,N/A,90
33.016,Tx_WiFi,2,90
33.0216,Rx_802.15.4,N/A,90
33.0216,Tx_WiFi,2,90
33.032,Rx_802.15.4,N/A,90
33.032,Tx_WiFi,2,90
33.0383,Rx_802.15.4,N/A,90
33.0383,Tx_WiFi,2,90
33.0443,Rx_802.15.4,N/A,90
33.0443,Tx_WiFi,2,90
33.0484,Rx_802.15.4,N/A,90
33.0484,Tx_WiFi,2,90
33.0541,Rx_802.15.4,N/A,90
33.0541,Tx_WiFi,2,90
33.063,Rx_802.15.4,N/A,90
33.063,Tx_WiFi,1,90
33.5097,Rx_802.15.4,N/A,90
33.5097,Tx_WiFi,2,90
33.516,Rx_802.15.4,N/A,90
33.516,Tx_WiFi,2,90
33.5264,Rx_802.15.4,N/A,90
33.5264,Tx_WiFi,3,90
33.5324,Rx_802.15.4,N/A,90
33.5324,Tx_WiFi,3,90
33.5373,Rx_802.15.4,N/A,58
33.5373,Tx_WiFi,3,58
33.5414,Rx_802.15.4,N/A,90
33.5414,Tx_WiFi,2,90
33.5474,Rx_802.15.4,N/A,90
33.5474,Tx_WiFi,2,90
33.5571,Rx_802.15.4,N/A,90
33.5571,Tx_WiFi,2,90
33.5634,Rx_802.15.4,N/A,90
33.5634,Tx_WiFi,2,90
33.972,Rx_802.15.4,N/A,10
33.9822,Rx_802.15.4,N/A,10
34.0006,Rx_802.15.4,N/A,90
34.0006,Tx_WiFi,2,90
34.0033,Rx_802.15.4,N/A,38
34.0033,Tx_WiFi,2,38
34.0153,Rx_802.15.4,N/A,90
34.0153,Tx_WiFi,2,90
34.0204,Rx_802.15.4,N/A,90
34.0204,Tx_WiFi,2,90
34.0323,Rx_802.15.4,N/A,90
34.0323,Tx_WiFi,2,90
34.0373,Rx_802.15.4,N/A,90
34.0373,Tx_WiFi,2,90
34.0464,Rx_802.15.4,N/A,90
34.0464,Tx_WiFi,1,90
34.4628,Rx_802.15.4,N/A,10
34.4912,Rx_802.15.4,N/A,90
34.4912,Tx_WiFi,2,90
34.4959,Rx_802.15.4,N/A,90
34.4959,Tx_WiFi,2,90
34.5009,Rx_802.15.4,N/A,90
34.5009,Tx_WiFi,2,90
34.5081,Rx_802.15.4,N/A,90
34.5081,Tx_WiFi,3,90
34.5127,Rx_802.15.4,N/A,37
34.5127,Tx_WiFi,3,37
34.5219,Rx_802.15.4,N/A,90
34.5219,Tx_WiFi,2,90
34.5272,Rx_802.15.4,N/A,90
34.5272,Tx_WiFi,2,90
34.5518,Rx_802.15.4,N/A,66
34.5518,Tx_WiFi,3,66
34.9262,Rx_802.15.4,N/A,10
34.983,Rx_802.15.4,N/A,90
34.983,Tx_WiFi,2,90
34.989,Rx_802.15.4,N/A,90
34.989,Tx_WiFi,2,90
34.9974,Rx_802.15.4,N/A,90
34.9974,Tx_WiFi,2,90
35.0037,Rx_802.15.4,N/A,90
35.0037,Tx_WiFi,2,90
35.0074,Rx_802.15.4,N/A,47
35.0074,Tx_WiFi,2,47
35.03,Rx_802.15.4,N/A,90
35.03,Tx_WiFi,2,90
35.0351,Rx_802.15.4,N/A,90
35.0351,Tx_WiFi,2,90
35.0441,Rx_802.15.4,N/A,90
35.0441,Tx_WiFi,1,90
35.437,Rx_802.15.4,N/A,10
35.4748,Rx_802.15.4,N/A,90
35.4748,Tx_WiFi,2,90
35.4808,Rx_802.15.4,N/A,90
35.4808,Tx_WiFi,2,90
35.4896,Rx_802.15.4,N/A,90
35.4896,Tx_WiFi,2,90
35.494,Rx_802.15.4,N/A,90
35.494,Tx_WiFi,2,90
35.5046,Rx_802.15.4,N/A,90
35.5046,Tx_WiFi,2,90
35.51,Rx_802.15.4,N/A,90
35.51,Tx_WiFi,2,90
35.5206,Rx_802.15.4,N/A,90
35.5206,Tx_WiFi,1,90
35.9667,Rx_802.15.4,N/A,90
35.9667,Tx_WiFi,2,90
35.9724,Rx_802.15.4,N/A,90
35.9724,Tx_WiFi,2,90
35.982,Rx_802.15.4,N/A,90
35.982,Tx_WiFi,2,90
35.9884,Rx_802.15.4,N/A,90
35.9884,Tx_WiFi,2,90
35.9937,Rx_802.15.4,N/A,90
35.9937,Tx_WiFi,2,90
36.0134,Rx_802.15.4,N/A,90
36.0134,Tx_WiFi,2,90
36.0178,Rx_802.15.4,N/A,90
36.0178,Tx_WiFi,2,90
36.0278,Rx_802.15.4,N/A,90
36.0278,Tx_WiFi,2,90
36.0325,Rx_802.15.4,N/A,90
36.0325,Tx_WiFi,2,90
36.4572,Rx_802.15.4,N/A,90
36.4572,Tx_WiFi,2,90
36.4623,Rx_802.15.4,N/A,90
36.4623,Tx_WiFi,2,90
36.4723,Rx_802.15.4,N/A,90
36.4723,Tx_WiFi,2,90
36.4786,Rx_802.15.4,N/A,90
36.4786,Tx_WiFi,2,90
36.4849,Rx_802.15.4,N/A,90
36.4849,Tx_WiFi,2,90
36.4892,Rx_802.15.4,N/A,90
36.4892,Tx_WiFi,2,90
36.4938,Rx_802.15.4,N/A,36
36.4938,Tx_WiFi,2,36
36.5033,Rx_802.15.4,N/A,90
36.5033,Tx_WiFi,2,90
36.508,Rx_802.15.4,N/A,39
36.508,Tx_WiFi,2,39
36.518,Rx_802.15.4,N/A,90
36.518,Tx_WiFi,0,90
36.9296,Rx_802.15.4,N/A,10
36.9366,Rx_802.15.4,N/A,10
36.9497,Rx_802.15.4,N/A,90
36.9497,Tx_WiFi,2,90
36.9564,Rx_802.15.4,N/A,90
36.9564,Tx_WiFi,2,90
36.9648,Rx_802.15.4,N/A,90
36.9648,Tx_WiFi,2,90
36.9701,Rx_802.15.4,N/A,90
36.9701,Tx_WiFi,2,90
36.9737,Rx_802.15.4,N/A,45
36.9737,Tx_WiFi,2,45
36.9801,Rx_802.15.4,N/A,90
36.9801,Tx_WiFi,1,90
37.3801,Rx_802.15.4,N/A,10
37.4393,Rx_802.15.4,N/A,90
37.4393,Tx_WiFi,2,90
37.445,Rx_802.15.4,N/A,90
37.445,Tx_WiFi,2,90
37.4547,Rx_802.15.4,N/A,90
37.4547,Tx_WiFi,2,90
37.4597,Rx_802.15.4,N/A,90
37.4597,Tx_WiFi,2,90
37.471,Rx_802.15.4,N/A,90
37.471,Tx_WiFi,2,90
37.4754,Rx_802.15.4,N/A,90
37.4754,Tx_WiFi,2,90
37.934,Rx_802.15.4,N/A,90
37.934,Tx_WiFi,2,90
37.9394,Rx_802.15.4,N/A,90
37.9394,Tx_WiFi,2,90
37.9478,Rx_802.15.4,N/A,90
37.9478,Tx_WiFi,2,90
37.9541,Rx_802.15.4,N/A,90
37.9541,Tx_WiFi,2,90
37.9601,Rx_802.15.4,N/A,90
37.9601,Tx_WiFi,2,90
37.9649,Rx_802.15.4,N/A,90
37.9649,Tx_WiFi,2,90
37.9683,Rx_802.15.4,N/A,39
37.9683,Tx_WiFi,2,39
37.9779,Rx_802.15.4,N/A,90
37.9779,Tx_WiFi,2,90
37.9842,Rx_802.15.4,N/A,90
37.9842,Tx_WiFi,2,90
37.9955,Rx_802.15.4,N/A,90
37.9955,Tx_WiFi,1,90
38.3897,Rx_802.15.4,N/A,10
38.4224,Rx_802.15.4,N/A,90
38.4224,Tx_WiFi,2,90
38.428,Rx_802.15.4,N/A,90
38.428,Tx_WiFi,2,90
38.4377,Rx_802.15.4,N/A,90
38.4377,Tx_WiFi,2,90
38.4434,Rx_802.15.4,N/A,90
38.4434,Tx_WiFi,2,90
38.4491,Rx_802.15.4,N/A,90
38.4491,Tx_WiFi,2,90
38.4544,Rx_802.15.4,N/A,90
38.4544,Tx_WiFi,2,90
38.4588,Rx_802.15.4,N/A,90
38.4588,Tx_WiFi,2,90
38.4684,Rx_802.15.4,N/A,90
38.4684,Tx_WiFi,0,90
38.8625,Rx_802.15.4,N/A,10
38.9158,Rx_802.15.4,N/A,90
38.9158,Tx_WiFi,2,90
38.9221,Rx_802.15.4,N/A,90
38.9221,Tx_WiFi,2,90
38.9308,Rx_802.15.4,N/A,90
38.9308,Tx_WiFi,2,90
38.9359,Rx_802.15.4,N/A,90
38.9359,Tx_WiFi,2,90
38.9405,Rx_802.15.4,N/A,48
38.9405,Tx_WiFi,2,48
38.9468,Rx_802.15.4,N/A,90
38.9468,Tx_WiFi,2,90
38.9512,Rx_802.15.4,N/A,90
38.9512,Tx_WiFi,2,90
38.9606,Rx_802.15.4,N/A,90
38.9606,Tx_WiFi,2,90
38.9669,Rx_802.15.4,N/A,90
38.9669,Tx_WiFi,2,90
39.3589,Rx_802.15.4,N/A,10
39.4083,Rx_802.15.4,N/A,90
39.4083,Tx_WiFi,2,90
39.4143,Rx_802.15.4,N/A,90
39.4143,Tx_WiFi,2,90
39.4224,Rx_802.15.4,N/A,90
39.4224,Tx_WiFi,0,90
39.4274,Rx_802.15.4,N/A,90
39.4274,Tx_WiFi,0,90
39.4384,Rx_802.15.4,N/A,90
39.4384,Tx_WiFi,3,90
39.4447,Rx_802.15.4,N/A,90
39.4447,Tx_WiFi,3,90
39.4544,Rx_802.15.4,N/A,90
39.4544,Tx_WiFi,1,90
39.4673,Rx_802.15.4,N/A,73
39.4673,Tx_WiFi,3,73
39.8995,Rx_802.15.4,N/A,90
39.8995,Tx_WiFi,2,90
39.9058,Rx_802.15.4,N/A,90
39.9058,Tx_WiFi,2,90
39.9126,Rx_802.15.4,N/A,90
39.9126,Tx_WiFi,2,90
39.917,Rx_802.15.4,N/A,90
39.917,Tx_WiFi,2,90
39.922,Rx_802.15.4,N/A,90
39.922,Tx_WiFi,2,90
39.9299,Rx_802.15.4,N/A,90
39.9299,Tx_WiFi,2,90
39.9325,Rx_802.15.4,N/A,36
39.9325,Tx_WiFi,2,36
39.9433,Rx_802.15.4,N/A,90
39.9433,Tx_WiFi,2,90
39.9487,Rx_802.15.4,N/A,90
39.9487,Tx_WiFi,2,90
40.3707,Rx_802.15.4,N/A,10
40.391,Rx_802.15.4,N/A,90
40.391,Tx_WiFi,2,90
40.3964,Rx_802.15.4,N/A,90
40.3964,Tx_WiFi,2,90
40.4044,Rx_802.15.4,N/A,90
40.4044,Tx_WiFi,2,90
40.4088,Rx_802.15.4,N/A,90
40.4088,Tx_WiFi,2,90
40.4142,Rx_802.15.4,N/A,90
40.4142,Tx_WiFi,2,90
40.4214,Rx_802.15.4,N/A,90
40.4214,Tx_WiFi,2,90
40.428,Rx_802.15.4,N/A,90
40.428,Tx_WiFi,2,90
40.4368,Rx_802.15.4,N/A,90
40.4368,Tx_WiFi,1,90
40.8832,Rx_802.15.4,N/A,90
40.8832,Tx_WiFi,2,90
40.8888,Rx_802.15.4,N/A,90
40.8888,Tx_WiFi,2,90
40.8963,Rx_802.15.4,N/A,90
40.8963,Tx_WiFi,2,90
40.9023,Rx_802.15.4,N/A,90
40.9023,Tx_WiFi,2,90
40.9066,Rx_802.15.4,N/A,39
40.9066,Tx_WiFi,2,39
40.9139,Rx_802.15.4,N/A,90
40.9139,Tx_WiFi,2,90
40.9183,Rx_802.15.4,N/A,90
40.9183,Tx_WiFi,2,90
40.9286,Rx_802.15.4,N/A,90
40.9286,Tx_WiFi,2,90
40.933,Rx_802.15.4,N/A,90
40.933,Tx_WiFi,2,90
40.9424,Rx_802.15.4,N/A,90
40.9424,Tx_WiFi,1,90
41.3177,Rx_802.15.4,N/A,10
41.3734,Rx_802.15.4,N/A,90
41.3734,Tx_WiFi,2,90
41.38,Rx_802.15.4,N/A,90
41.38,Tx_WiFi,2,90
41.3907,Rx_802.15.4,N/A,90
41.3907,Tx_WiFi,2,90
41.3954,Rx_802.15.4,N/A,90
41.3954,Tx_WiFi,2,90
41.406,Rx_802.15.4,N/A,90
41.406,Tx_WiFi,2,90
41.4111,Rx_802.15.4,N/A,90
41.4111,Tx_WiFi,2,90
41.864,Rx_802.15.4,N/A,90
41.864,Tx_WiFi,2,90
41.869,Rx_802.15.4,N/A,90
41.869,Tx_WiFi,2,90
41.8793,Rx_802.15.4,N/A,90
41.8793,Tx_WiFi,2,90
41.886,Rx_802.15.4,N/A,90
41.886,Tx_WiFi,2,90
41.8916,Rx_802.15.4,N/A,90
41.8916,Tx_WiFi,2,90
41.8955,Rx_802.15.4,N/A,90
41.8955,Tx_WiFi,2,90
41.9004,Rx_802.15.4,N/A,38
41.9004,Tx_WiFi,2,38
41.9097,Rx_802.15.4,N/A,90
41.9097,Tx_WiFi,2,90
41.916,Rx_802.15.4,N/A,90
41.916,Tx_WiFi,2,90
41.9251,Rx_802.15.4,N/A,90
41.9251,Tx_WiFi,1,90
42.2977,Rx_802.15.4,N/A,10
42.3548,Rx_802.15.4,N/A,90
42.3548,Tx_WiFi,2,90
42.3615,Rx_802.15.4,N/A,90
42.3615,Tx_WiFi,2,90
42.3708,Rx_802.15.4,N/A,90
42.3708,Tx_WiFi,2,90
42.3775,Rx_802.15.4,N/A,90
42.3775,Tx_WiFi,2,90
42.3829,Rx_802.15.4,N/A,52
42.3829,Tx_WiFi,2,52
42.3908,Rx_802.15.4,N/A,90
42.3908,Tx_WiFi,2,90
42.3955,Rx_802.15.4,N/A,90
42.3955,Tx_WiFi,2,90
42.4025,Rx_802.15.4,N/A,90
42.4025,Tx_WiFi,3,90
42.818,Rx_802.15.4,N/A,10
42.8467,Rx_802.15.4,N/A,90
42.8467,Tx_WiFi,2,90
42.852,Rx_802.15.4,N/A,90
42.852,Tx_WiFi,2,90
42.8633,Rx_802.15.4,N/A,90
42.8633,Tx_WiFi,2,90
42.8696,Rx_802.15.4,N/A,90
42.8696,Tx_WiFi,2,90
42.8774,Rx_802.15.4,N/A,90
42.8774,Tx_WiFi,2,90
