Time_s,NodeID,SeqNum,Priority,Size_bytes
21.2465,10,805372159,2,46
21.7073,2,3858825471,0,101
21.7073,2,3875602687,0,101
21.7226,3,3456172287,2,101
21.7226,3,3472949503,2,101
21.7226,3,3489726719,2,101
21.738,8,33620223,1,101
22.2001,2,3892379903,2,101
22.2001,2,3909157119,2,101
22.2154,3,3506503935,2,101
22.2154,3,3523281151,2,101
22.2154,3,3540058367,2,101
22.2308,5,3036741887,2,101
22.2308,5,3053519103,2,101
22.2461,10,838926591,2,101
22.2461,10,855703807,2,101
22.2615,8,50397439,1,101
22.6893,2,3925934335,0,101
22.6893,2,3942711551,0,101
22.7047,3,3556835583,2,101
22.7047,3,3573612799,2,101
22.7047,3,3590390015,2,68
22.7201,5,3070296319,2,101
22.7201,5,3087073535,2,101
22.7354,10,872481023,2,101
22.7354,10,889258239,2,101
23.1828,2,3959488767,2,101
23.1828,2,3976265983,2,101
23.1981,5,3103850751,2,101
23.1981,5,3120627967,2,47
23.2135,10,906035455,2,101
23.2135,10,922812671,2,101
23.2289,8,67174655,1,101
23.6727,2,3993043199,2,101
23.6727,2,4009820415,2,101
23.6881,3,3623944447,2,101
23.6881,3,3640721663,2,101
23.6881,3,3657498879,2,101
23.7034,10,939589887,2,101
23.7034,10,956367103,2,101
23.7188,8,83951871,1,101
24.1642,2,4026597631,2,101
24.1642,2,4043374847,2,101
24.1796,3,3674276095,2,101
24.1796,3,3691053311,2,101
24.1796,3,3707830527,2,59
24.1949,5,3154182399,2,101
24.1949,5,3170959615,2,101
24.2103,10,973144319,2,101
24.2103,10,989921535,2,101
24.6567,2,4060152063,2,101
24.6567,2,4076929279,2,101
24.6721,5,3187736831,2,101
24.6721,5,3204514047,2,101
24.6874,10,1006698751,2,101
24.6874,10,1023475967,2,101
24.7028,8,100729087,1,101
25.1492,2,4093706495,2,101
25.1492,2,4110483711,2,101
25.1645,3,3741384959,2,101
25.1645,3,3758162175,2,101
25.1645,3,3774939391,2,101
25.1953,5,3221291263,2,101
25.1953,5,3238068479,2,49
25.2106,10,1040253183,2,101
25.2106,10,1057030399,2,101
25.226,8,117506303,1,101
25.6394,2,4127260927,2,101
25.6394,2,4144038143,2,101
25.6548,3,3791716607,2,101
25.6548,3,3808493823,2,101
25.6548,3,3825271039,2,101
25.6701,10,1073807615,2,101
25.6701,10,1090584831,2,101
26.1316,2,4160815359,2,101
26.1316,2,4177592575,2,101
26.1469,3,3842048255,2,101
26.1469,3,3858825471,2,101
26.1469,3,3875602687,2,66
26.1623,5,3271622911,2,101
26.1623,5,3288400127,2,101
26.1777,10,1107362047,2,101
26.1777,10,1124139263,2,101
26.193,8,134283519,1,101
26.6218,2,4194369791,2,101
26.6218,2,4211147007,2,101
26.6372,5,3305177343,2,101
26.6372,5,3321954559,2,50
26.6525,10,1140916479,2,101
26.6525,10,1157693695,2,101
27.114,2,4227924223,2,101
27.114,2,4244701439,2,101
27.1293,3,3909157119,2,101
27.1293,3,3925934335,2,101
27.1293,3,3942711551,2,101
27.1447,10,1174470911,2,101
27.1447,10,1191248127,2,101
27.1601,8,151060735,1,101
27.6068,2,4261478655,2,101
27.6068,2,4278255871,2,101
27.6221,3,3959488767,2,101
27.6221,3,3976265983,2,101
27.6221,3,3993043199,2,101
27.6375,5,3355508991,2,101
27.6375,5,3372286207,2,101
27.6529,10,1208025343,2,101
27.6529,10,1224802559,2,101
27.6682,8,167837951,1,101
28.0983,2,65791,2,101
28.0983,2,16843007,2,101
28.1137,3,4009820415,2,101
28.1137,3,4026597631,2,101
28.1137,3,4043374847,2,62
28.129,5,3389063423,2,101
28.129,5,3405840639,2,101
28.1444,10,1241579775,2,101
28.1444,10,1258356991,2,101
28.5879,2,33620223,2,101
28.5879,2,50397439,2,101
28.6033,5,3422617855,2,101
28.6033,5,3439395071,2,49
28.6186,10,1275134207,2,101
28.6186,10,1291911423,2,101
28.634,8,184615167,1,101
29.081,2,67174655,2,101
29.081,2,83951871,2,101
29.0964,3,4076929279,2,101
29.0964,3,4093706495,2,101
29.0964,3,4110483711,2,101
29.1117,10,1308688639,2,101
29.1117,10,1325465855,2,101
29.1271,8,201392383,3,101
29.5716,2,100729087,2,101
29.5716,2,117506303,2,101
29.5869,3,4127260927,2,101
29.5869,3,4144038143,2,101
29.5869,3,4160815359,2,68
29.6023,5,3472949503,2,101
29.6023,5,3489726719,2,101
29.6177,10,1342243071,2,101
29.6177,10,1359020287,2,101
30.0631,2,134283519,0,101
30.0631,2,151060735,0,101
30.0785,5,3506503935,2,101
30.0785,5,3523281151,2,101
30.0938,10,1375797503,2,101
30.0938,10,1392574719,2,101
30.1092,8,218169599,1,101
30.5559,2,167837951,2,101
30.5559,2,184615167,2,101
30.5713,3,4194369791,2,101
30.5713,3,4211147007,2,101
30.5713,3,4227924223,2,101
30.602,5,3540058367,2,101
30.602,5,3556835583,2,50
30.6173,10,1409351935,2,101
30.6173,10,1426129151,2,101
31.0461,2,201392383,2,101
31.0461,2,218169599,2,101
31.0615,3,4244701439,2,101
31.0615,3,4261478655,2,101
31.0615,3,4278255871,2,101
31.0769,10,1442906367,2,101
31.0769,10,1459683583,2,101
31.0922,8,234946815,0,101
31.5377,2,234946815,2,101
31.5377,2,251724031,2,101
31.553,3,65791,2,101
31.553,3,16843007,2,101
31.553,3,33620223,2,61
31.5684,10,1476460799,2,101
31.5684,10,1493238015,2,101
31.5837,8,251724031,3,101
31.5991,11,2701197567,3,85
32.0295,2,268501247,2,101
32.0295,2,285278463,2,101
32.0449,5,3607167231,2,101
32.0449,5,3623944447,2,101
32.0756,10,1510015231,2,101
32.0756,10,1526792447,2,101
32.5197,2,302055679,2,101
32.5197,2,318832895,2,101
32.5351,3,67174655,2,101
32.5351,3,83951871,2,101
32.5351,3,100729087,2,101
32.5505,5,3640721663,2,101
32.5505,5,3657498879,2,48
32.5812,10,1543569663,2,101
32.5812,10,1560346879,2,101
32.5965,8,268501247,1,101
33.0122,2,335610111,2,101
33.0122,2,352387327,2,101
33.0276,3,117506303,2,101
33.0276,3,134283519,2,101
33.0276,3,151060735,2,101
33.0429,10,1577124095,2,101
33.0429,10,1593901311,2,101
33.0583,8,285278463,1,101
33.505,2,369164543,2,101
33.505,2,385941759,2,101
33.5204,3,167837951,3,101
33.5204,3,184615167,3,101
33.5204,3,201392383,3,69
33.5357,5,3691053311,2,101
33.5357,5,3707830527,2,101
33.5511,10,1610678527,2,101
33.5511,10,1627455743,2,101
33.9956,2,402718975,2,101
33.9956,2,419496191,2,49
34.0109,5,3724607743,2,101
34.0109,5,3741384959,2,101
34.0263,10,1644232959,2,101
34.0263,10,1661010175,2,101
34.0417,8,302055679,1,101
34.4871,3,234946815,2,101
34.4871,3,251724031,2,101
34.4871,3,268501247,2,101
34.5025,5,3758162175,3,101
34.5025,5,3774939391,3,48
34.5178,10,1677787391,2,101
34.5178,10,1694564607,2,101
34.5485,9,2902524159,3,77
34.9783,2,453050623,2,101
34.9783,2,469827839,2,101
34.9937,3,285278463,2,101
34.9937,3,302055679,2,101
34.9937,3,318832895,2,58
35.0244,10,1711341823,2,101
35.0244,10,1728119039,2,101
35.0397,8,318832895,1,101
35.4701,2,486605055,2,101
35.4701,2,503382271,2,101
35.4855,5,3808493823,2,101
35.4855,5,3825271039,2,101
35.5009,10,1744896255,2,101
35.5009,10,1761673471,2,101
35.5162,8,335610111,1,101
35.962,2,520159487,2,101
35.962,2,536936703,2,101
35.9773,3,352387327,2,101
35.9773,3,369164543,2,101
35.9773,3,385941759,2,101
36.0081,5,3842048255,2,101
36.0081,5,3858825471,2,101
36.0234,10,1778450687,2,101
36.0234,10,1795227903,2,101
36.4529,2,553713919,2,101
36.4529,2,570491135,2,101
36.4682,3,402718975,2,101
36.4682,3,419496191,2,101
36.4682,3,436273407,2,101
36.4836,5,3875602687,2,101
36.4836,5,3892379903,2,47
36.4989,10,1812005119,2,101
36.4989,10,1828782335,2,50
36.5143,8,352387327,0,101
36.945,2,587268351,2,101
36.945,2,604045567,2,101
36.9604,3,453050623,2,101
36.9604,3,469827839,2,101
36.9604,3,486605055,2,56
36.9757,8,369164543,1,101
37.4356,2,620822783,2,101
37.4356,2,637599999,2,101
37.4509,5,3925934335,2,101
37.4509,5,3942711551,2,101
37.4663,10,1862336767,2,101
37.4663,10,1879113983,2,101
37.9281,2,654377215,2,101
37.9281,2,671154431,2,101
37.9434,3,520159487,2,101
37.9434,3,536936703,2,101
37.9434,3,553713919,2,101
37.9588,5,3959488767,2,101
37.9588,5,3976265983,2,50
37.9741,10,1895891199,2,101
37.9741,10,1912668415,2,101
37.9895,8,385941759,1,101
38.4186,2,687931647,2,101
38.4186,2,704708863,2,101
38.434,3,570491135,2,101
38.434,3,587268351,2,101
38.434,3,604045567,2,101
38.4493,10,1929445631,2,101
38.4493,10,1946222847,2,101
38.4647,8,402718975,0,101
38.9105,2,721486079,2,101
38.9105,2,738263295,2,101
38.9258,3,620822783,2,101
38.9258,3,637599999,2,101
38.9258,3,654377215,2,59
38.9412,5,4009820415,2,101
38.9412,5,4026597631,2,101
38.9565,10,1963000063,2,101
38.9565,10,1979777279,2,101
39.4026,2,755040511,2,101
39.4026,2,771817727,2,101
